학교,과목,학년(학년군),성취기준 코드,성취기준 내용
중학교,도덕,1~3학년,[9도03-05],"국가와 시민 사이에서 발생하는 윤리적 쟁점들을 탐구하고, 국가와 시민 사이의 바람직한 관계에 기초하여 국가와 시민의 역할을 재구성할 수 있다."
중학교,도덕,1~3학년,[9도03-06],"인류의 고통에 공감하며 지구적 차원의 다양한 도덕 문제들을 탐구하고, 해결 방안을 모색하여 실천하는 자세를 갖는다."
중학교,도덕,1~3학년,[9도03-07],"현대 과학기술과 관련된 윤리적 쟁점의 분석을 통해 과학기술의 유용성과 한계를 인식하고, 과학기술의 바람직한 활용에 관한 관심과 책임 의식을 기른다."
중학교,도덕,1~3학년,[9도04-01],"인간 이외의 생명체를 도덕적으로 고려해야 하는 이유를 정당화하고, 생명을 가진 존재들이 겪는 고통에 공감하며 생명을 소중히 여기는 태도를 기른다."
중학교,도덕,1~3학년,[9도04-02],"자연에 대한 동양과 서양의 주요 입장들을 토대로 인간과 자연의 바람직한 관계를 도출하고, 환경 위기에 대한 윤리적 책임을 구체화하여 실천할 수 있다."
중학교,수학,1~3학년,[9수01-01],"소인수분해의 뜻을 알고, 자연수를 소인수분해 할 수 있다."
중학교,수학,1~3학년,[9수01-02],소인수분해를 이용하여 최대공약수와 최소공배수를 구할 수 있다.
중학교,수학,1~3학년,[9수01-03],"다양한 상황을 이용하여 음수의 필요성을 인식하고, 양수와 음수, 정수와 유리수의 개념을 이해한다."
중학교,수학,1~3학년,[9수01-04],정수와 유리수의 대소 관계를 판단할 수 있다.
중학교,수학,1~3학년,[9수01-05],"정수와 유리수의 사칙계산의 원리를 이해하고, 그 계산을 할 수 있다."
중학교,수학,1~3학년,[9수01-06],"순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다."
중학교,수학,1~3학년,[9수01-07],"제곱근의 뜻과 성질을 알고, 제곱근의 대소 관계를 판단할 수 있다."
중학교,수학,1~3학년,[9수01-08],"무리수의 개념을 이해하고, 무리수의 유용성을 인식할 수 있다."
중학교,수학,1~3학년,[9수01-09],실수의 대소 관계를 판단하고 설명할 수 있다.
중학교,수학,1~3학년,[9수01-10],"근호를 포함한 식의 사칙계산의 원리를 이해하고, 그 계산을 할 수 있다."
중학교,수학,1~3학년,[9수02-01],"다양한 상황을 문자를 사용한 식으로 나타내어 그 유용성을 인식하고, 식의 값을 구할 수 있다."
중학교,수학,1~3학년,[9수02-02],"일차식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다."
중학교,수학,1~3학년,[9수02-03],"방정식과 그 해의 뜻을 알고, 등식의 성질을 설명할 수 있다."
중학교,수학,1~3학년,[9수02-04],"일차방정식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다."
중학교,수학,1~3학년,[9수02-05],"순서쌍과 좌표를 이해하고, 그 편리함을 인식할 수 있다."
중학교,수학,1~3학년,[9수02-06],"다양한 상황을 그래프로 나타내고, 주어진 그래프를 해석할 수 있다."
중학교,수학,1~3학년,[9수02-07],"정비례, 반비례 관계를 이해하고, 그 관계를 표, 식, 그래프로 나타낼 수 있다."
중학교,수학,1~3학년,[9수02-08],"지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다."
중학교,수학,1~3학년,[9수02-09],"다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다."
중학교,수학,1~3학년,[9수02-10],"‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다."
중학교,수학,1~3학년,[9수02-11],"부등식과 그 해의 뜻을 알고, 부등식의 성질을 설명할 수 있다."
중학교,수학,1~3학년,[9수02-12],"일차부등식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다."
중학교,수학,1~3학년,[9수02-13],"미지수가 2개인 연립일차방정식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다."
중학교,수학,1~3학년,[9수02-14],"함수의 개념을 이해하고, 함숫값을 구할 수 있다."
중학교,수학,1~3학년,[9수02-15],"일차함수의 개념을 이해하고, 그 그래프를 그릴 수 있다."
중학교,수학,1~3학년,[9수02-16],"일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다."
중학교,수학,1~3학년,[9수02-17],일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.
중학교,수학,1~3학년,[9수02-18],두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.
중학교,수학,1~3학년,[9수02-19],다항식의 곱셈과 인수분해를 할 수 있다.
중학교,수학,1~3학년,[9수02-20],"이차방정식을 풀 수 있고, 이를 활용하여 문제를 해결할 수 있다."
중학교,수학,1~3학년,[9수02-21],이차함수의 개념을 이해한다.
중학교,수학,1~3학년,[9수02-22],"이차함수의 그래프를 그릴 수 있고, 그 성질을 설명할 수 있다."
중학교,수학,1~3학년,[9수03-01],"점, 선, 면, 각을 이해하고, 실생활 상황과 연결하여 점, 직선, 평면의 위치 관계를 설명할 수 있다."
중학교,수학,1~3학년,[9수03-02],평행선에서 동위각과 엇각의 성질을 이해하고 설명할 수 있다.
중학교,수학,1~3학년,[9수03-03],"삼각형을 작도하고, 그 과정을 설명할 수 있다."
중학교,수학,1~3학년,[9수03-04],"삼각형의 합동 조건을 이해하고, 이를 이용하여 두 삼각형이 합동인지 판별할 수 있다."
중학교,수학,1~3학년,[9수03-05],다각형의 성질을 이해하고 설명할 수 있다.
중학교,수학,1~3학년,[9수03-06],"부채꼴의 중심각과 호의 관계를 이해하고, 이를 이용하여 부채꼴의 호의 길이와 넓이를 구할 수 있다."
중학교,수학,1~3학년,[9수03-07],"구체적인 모형이나 공학 도구를 이용하여 다면체와 회전체의 성질을 탐구하고, 이를 설명할 수 있다."
중학교,수학,1~3학년,[9수03-08],입체도형의 겉넓이와 부피를 구할 수 있다.
중학교,수학,1~3학년,[9수03-09],이등변삼각형의 성질을 이해하고 정당화할 수 있다.
중학교,수학,1~3학년,[9수03-10],삼각형의 외심과 내심의 성질을 이해하고 정당화할 수 있다.
중학교,수학,1~3학년,[9수03-11],사각형의 성질을 이해하고 정당화할 수 있다.
중학교,수학,1~3학년,[9수03-12],"도형의 닮음의 뜻과 닮은 도형의 성질을 이해하고, 닮음비를 구할 수 있다."
중학교,수학,1~3학년,[9수03-13],"삼각형의 닮음 조건을 이해하고, 이를 이용하여 두 삼각형이 닮음인지 판별할 수 있다."
중학교,수학,1~3학년,[9수03-14],평행선 사이의 선분의 길이의 비를 구할 수 있다.
중학교,수학,1~3학년,[9수03-15],피타고라스 정리를 이해하고 정당화할 수 있다.
중학교,수학,1~3학년,[9수03-16],"삼각비의 뜻을 알고, 간단한 삼각비의 값을 구할 수 있다."
중학교,수학,1~3학년,[9수03-17],삼각비를 활용하여 여러 가지 문제를 해결할 수 있다.
중학교,수학,1~3학년,[9수03-18],원의 현에 관한 성질과 접선에 관한 성질을 이해하고 정당화할 수 있다.
중학교,수학,1~3학년,[9수03-19],원주각의 성질을 이해하고 정당화할 수 있다.
중학교,수학,1~3학년,[9수04-01],"중앙값, 최빈값의 뜻을 알고, 자료의 특성에 따라 적절한 대푯값을 선택하여 구할 수 있다."
중학교,수학,1~3학년,[9수04-02],"자료를 줄기와 잎 그림, 도수분포표, 히스토그램, 도수분포다각형으로 나타내고 해석할 수 있다."
중학교,수학,1~3학년,[9수04-03],"상대도수를 구하고, 상대도수의 분포를 표나 그래프로 나타내고 해석할 수 있다."
중학교,수학,1~3학년,[9수04-04],"통계적 탐구 문제를 설정하고, 공학 도구를 이용하여 자료를 수집하여 분석하고, 그 결과를 해석할 수 있다."
중학교,수학,1~3학년,[9수04-05],경우의 수를 구할 수 있다.
중학교,수학,1~3학년,[9수04-06],"확률의 개념과 그 기본 성질을 이해하고, 확률을 구할 수 있다."
중학교,수학,1~3학년,[9수04-07],분산과 표준편차를 구하고 자료의 분포를 설명할 수 있다.
중학교,수학,1~3학년,[9수04-08],공학 도구를 이용하여 자료를 상자그림으로 나타내고 분포를 비교할 수 있다.
중학교,수학,1~3학년,[9수04-09],자료를 산점도로 나타내고 상관관계를 말할 수 있다.
중학교,과학,1~3학년,[9과01-01],"과학적 탐구 방법을 이해하고, 일상생활의 문제에 대한 과학적 해결 방안을 제안할 수 있다."
중학교,과학,1~3학년,[9과01-02],"과학의 발전이 인류 문명에 미친 영향을 이해하고, 인공지능 등 첨단 과학기술이 가져올 미래 사회의 변화를 조사하여 발표할 수 있다."
중학교,과학,1~3학년,[9과01-03],"인류의 지속가능한 삶을 위한 과학기술의 중요성과 역할에 대해 토의하고, 개인과 사회 차원의 활동 방안을 찾아 실천할 수 있다."
중학교,과학,1~3학년,[9과02-01],"세포는 생명 활동이 일어나는 기본 단위임을 이해하고, 세포의 구조와 기능의 관계를 추론할 수 있다."
중학교,과학,1~3학년,[9과02-02],"생물의 유기적 구성 단계를 이해하고, 동물과 식물을 비교하여 분석할 수 있다."
중학교,과학,1~3학년,[9과02-03],"생물다양성을 이해하고, 변이와 생물다양성의 관계를 추론할 수 있다."
중학교,과학,1~3학년,[9과02-04],"종의 개념과 분류 체계를 이해하고, 생물을 계 수준에서 분류할 수 있다."
중학교,과학,1~3학년,[9과02-05],"생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다."
중학교,과학,1~3학년,[9과03-01],온도와 열평형 과정을 물질을 구성하는 입자들의 배치나 움직임 등으로 설명할 수 있다.
중학교,과학,1~3학년,[9과03-02],"열은 전도, 대류, 복사로 전달됨을 알고, 열전달 과정을 모형 등을 사용하여 다양하게 표현할 수 있다."
중학교,과학,1~3학년,[9과03-03],"물질에 따라 비열과 열팽창 정도가 다름을 알고, 이러한 성질이 일상생활에서 유용하게 활용됨을 인식할 수 있다."
중학교,과학,1~3학년,[9과04-01],확산 및 증발 현상을 관찰하여 물질을 구성하는 입자가 운동하고 있음을 추론할 수 있다.
중학교,과학,1~3학년,[9과04-02],"물질의 세 가지 상태의 특징을 설명하고, 이를 입자 모형으로 표현할 수 있다."
중학교,과학,1~3학년,[9과04-03],"여러 가지 물질의 상태 변화를 관찰하고, 이를 입자 모형으로 설명할 수 있다."
중학교,과학,1~3학년,[9과04-04],"물질의 상태 변화와 열에너지 출입 관계를 이해하고, 이를 실생활에 적용하여 과학의 유용성을 인식할 수 있다."
중학교,과학,1~3학년,[9과05-01],"물체에 작용하는 힘을 화살표를 이용하여 나타내고, 힘의 평형을 이루는 조건을 설명할 수 있다."
중학교,과학,1~3학년,[9과05-02],"중력, 탄성력, 마찰력, 부력을 이해하고, 각 힘의 특징을 크기와 방향으로 설명할 수 있다."
중학교,과학,1~3학년,[9과05-03],"알짜힘이 0이 아닐 때 물체의 운동 상태가 변함을 알고, 그 예를 조사하여 분류할 수 있다."
중학교,과학,1~3학년,[9과05-04],"다양한 사례에서 작용하는 힘과 힘의 평형 관계를 설명하고, 일상생활에서 힘의 특징을 이용한 기구나 장치를 설계할 수 있다."
중학교,과학,1~3학년,[9과06-01],"압력의 의미를 알고, 기체의 압력을 입자의 운동으로 설명할 수 있다."
중학교,과학,1~3학년,[9과06-02],"기체의 압력과 부피 관계를 실험 결과로부터 알아내고, 이를 입자 모형으로 해석할 수 있다."
중학교,과학,1~3학년,[9과06-03],"기체의 온도와 부피 관계를 실험 결과로부터 알아내고, 이를 입자 모형으로 해석할 수 있다."
중학교,과학,1~3학년,[9과07-01],"태양계를 구성하는 천체의 특징을 알고, 행성을 목성형 행성과 지구형 행성으로 구분할 수 있다."
중학교,과학,1~3학년,[9과07-02],"태양의 표면과 대기에서 일어나는 현상을 알고, 태양의 활동이 지구에 미치는 영향을 추론할 수 있다."
중학교,과학,1~3학년,[9과07-03],"지구 자전에 의한 천체의 겉보기 운동과 지구 공전에 의한 별자리 변화를 이해하고, 밤하늘 천체에 호기심을 가진다."
중학교,과학,1~3학년,[9과07-04],"달을 관측하여 달의 위상변화 원리를 이해하고, 일식과 월식을 설명할 수 있다."
중학교,과학,1~3학년,[9과08-01],"물질의 특성의 의미를 알고, 실험을 통해 밀도, 용해도, 녹는점, 끓는점 등을 설명할 수 있다."
